"Sample","Entropy_Metric","Target_Variable","N","Pearson_r","Pearson_p","Pearson_log10_p","Pearson_CI_low","Pearson_CI_high","Spearman_rho","Spearman_p","Spearman_log10_p","Spearman_CI_low","Spearman_CI_high"
"sample1","Shannon Entropy (Rarefied)","Stemness",11566,0.184459821655866,4.73222810190648e-89,-88.3249343297644,0.166795665868569,0.202005610110841,0.218044003033411,1.63894786798695e-124,-123.785434860344,0.200099123710345,0.235842645691007
"sample1","Shannon Entropy (Raw Plug-in)","Stemness",11566,0.0082521642833195,0.374863047505581,-0.426127368475168,-0.0099742183354195,0.0264730654228466,0.0472275655270508,3.74681169433676e-07,-6.42633813294445,0.0284892711193223,0.0659326792216103
