"Sample","Raw_Spots_Grid","Spots_On_Tissue","Spots_Post_Depth_QC","Spots_Post_Coord_Validation","Spots_Final","Pct_OnTissue_Retained","Raw_Genes","Genes_In_Universe","Genes_Detected","Pct_Universe_Detected","Mean_Percent_MT","Mean_Percent_Ribo","Mean_Raw_Plugin_Entropy","SD_Raw_Plugin_Entropy","Median_Raw_Plugin_Entropy","IQR_Raw_Plugin_Entropy","Min_Raw_Plugin_Entropy","Max_Raw_Plugin_Entropy","Range_Raw_Plugin_Entropy","Mean_Chao_Shen_Entropy","SD_Chao_Shen_Entropy","Median_Chao_Shen_Entropy","IQR_Chao_Shen_Entropy","Min_Chao_Shen_Entropy","Max_Chao_Shen_Entropy","Range_Chao_Shen_Entropy"
"sample1",14336,11713,11709,11709,11709,99.97,37082,18532,18511,99.89,3.83,0,11.74,0.2691,11.7878,0.2249,8.9311,12.5589,3.6278,12.2128,0.1536,12.2211,0.1645,10.64,13.2256,2.5856
