"Sample","Depth_D","Spots_On_Tissue","Candidate_Spots","Retained_Spots","Pct_Retained","Pearson_r_nCount","Spearman_rho_nCount","Pearson_r_nFeature","Spearman_rho_nFeature","Pearson_r_ndetected","Spearman_rho_ndetected","Mean_Rarefied_Entropy","SD_Rarefied_Entropy","Median_Rarefied_Entropy","IQR_Rarefied_Entropy","Min_Rarefied_Entropy","Max_Rarefied_Entropy","Range_Rarefied_Entropy"
"sample21",1000,7453,6863,5499,80.13,-0.54366501573001,-0.644269139516466,-0.657572903881793,-0.612286278583352,-0.657963410776507,-0.612157550698058,9.29509570270155,0.175568829113306,9.25140073554472,0.184659177441979,8.42867011146346,9.89271962215553,1.46404951069207
"sample21",2000,7453,6863,4676,68.13,-0.473170080298149,-0.527534951178782,-0.568878028857533,-0.48029260485164,-0.569265396201551,-0.480084249762948,9.94907646131545,0.157377717527702,9.92136871751591,0.162022566910444,9.53086246621803,10.8149043987599,1.28404193254185
"sample21",3000,7453,6863,4286,62.45,-0.399184783644257,-0.426322959495057,-0.464975355275624,-0.366736378270754,-0.465268635036879,-0.366428203161485,10.2844133131349,0.137241757277765,10.2659148504832,0.155704834966995,9.87072979876231,11.2521311784938,1.38140137973147
"sample21",5000,7453,6863,3942,57.44,-0.310925154103871,-0.326219923782939,-0.331635625700622,-0.252056187767056,-0.331756917628445,-0.251678325483842,10.6644681060151,0.12523848071395,10.6529863301756,0.156680243385624,10.2613511688648,11.2231900150757,0.961838846210847
"sample21",8000,7453,6863,3637,52.99,-0.218345051496263,-0.229517355988771,-0.192039958865295,-0.139575963124959,-0.191994950651742,-0.139132761189611,10.9580419701269,0.120413798551404,10.9507534667034,0.15792212328328,10.5440466694251,11.498566146914,0.954519477488915
