"Sample","Depth_D","Spots_On_Tissue","Candidate_Spots","Retained_Spots","Pct_Retained","Pearson_r_nCount","Spearman_rho_nCount","Pearson_r_nFeature","Spearman_rho_nFeature","Pearson_r_ndetected","Spearman_rho_ndetected","Mean_Rarefied_Entropy","SD_Rarefied_Entropy","Median_Rarefied_Entropy","IQR_Rarefied_Entropy","Min_Rarefied_Entropy","Max_Rarefied_Entropy","Range_Rarefied_Entropy"
"sample4",1000,5422,5389,5086,94.38,-0.211673262882406,-0.38907979961952,-0.308587693646416,-0.366431597786373,-0.30909789972304,-0.366348749936722,9.56069256332129,0.0875411135666457,9.55997582096278,0.074983413629587,8.91230815172726,9.88892869846706,0.976620546739801
"sample4",2000,5422,5389,4391,81.48,-0.138117328625112,-0.277189374810086,-0.201540071008916,-0.24654811735599,-0.201927077373052,-0.246378123325732,10.3030712885732,0.0974950777317333,10.308018922763,0.0840572981241277,9.53754276339656,10.8246289100097,1.2870861466131
"sample4",3000,5422,5389,3897,72.31,-0.0707155090768977,-0.181695398466915,-0.0884574165949093,-0.144455475994609,-0.088628133950736,-0.144198296966661,10.6845109079058,0.0994949078751052,10.6951042570825,0.088802639046536,9.88763605253375,11.0937749018333,1.20613884929959
"sample4",5000,5422,5389,3334,61.87,-0.0201861372809719,-0.123429432802457,0.00378138943995193,-0.077367600709011,0.00381331899217504,-0.0770621263011724,11.1108606430904,0.106705870113426,11.124592236248,0.094171017966481,10.2329815539811,11.5310576445779,1.29807609059688
"sample4",8000,5422,5389,2846,52.81,-0.0344624182819777,-0.187852210078514,0.00253634223888783,-0.130472778399565,0.00262705690867592,-0.13008098099229,11.4432601287953,0.111676899578855,11.4581417027497,0.0988841688734183,10.5345547748202,11.940703673983,1.40614889916282
